,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
4674,4674,4674,TlAlO3,Tl,Al,0,3,3,0.98,0.54,orthorhombic,-2.028,0.073,-,10.447,1.01,5.208,5.326,7.533,90,90,90,-0.122,0.4,0.8717242329000001,6.108,5.986000000000001,1.62,1.61,0.8674815151
4685,4685,4685,TlCrO3,Tl,Cr,0,3,3,0.98,0.62,orthorhombic,-1.672,0.038,0.6,11.302,0.543,5.342,5.501,7.693,90,90,90,0.334,0.4592592593,0.836324264,6.108,6.766,1.62,1.66,0.8331258115000001
4686,4686,4686,TlCsO3,Tl,Cs,0,not balanced,not balanced,1.7,1.67,orthorhombic,-0.462,0.57,-,18.293,0.648,5.458,6.322,10.603,90,90,90,-1.57,1.2370370370000001,0.7141310206999999,6.108,3.8939999999999997,1.62,0.79,0.7140166193999999
4692,4692,4692,TlGaO3,Tl,Ga,0,3,3,0.98,0.62,orthorhombic,-1.454,0.065,-,11.272,0.558,5.316,5.457,7.772,90,90,90,-1.757,0.4592592593,0.836324264,6.108,5.999,1.62,1.81,0.8331258115000001
4693,4693,4693,TlGdO3,Tl,Gd,0,not balanced,not balanced,1.7,0.94,orthorhombic,-2.261,0.104,0.001,14.658,0.896,5.826,5.908,8.517,90,90,90,-3.09,0.6962962963,0.9417797740999999,6.108,6.15,1.62,1.2,0.9367653939
4697,4697,4697,TlHoO3,Tl,Ho,0,not balanced,not balanced,1.7,0.9,orthorhombic,-2.311,0.095,0,14.136,0.876,5.75,5.848,8.408,90,90,90,-3.018,0.6666666667,0.9585225256000001,6.108,6.018,1.62,1.23,0.9530569659
4701,4701,4701,TlLaO3,Tl,La,0,not balanced,not balanced,1.7,1.03,orthorhombic,-2.216,0.109,0,16.127,1.05,6.005,6.08,8.835,90,90,90,-2.779,0.762962963,0.9061662531999999,6.108,5.58,1.62,1.1,0.9020703793000001
4703,4703,4703,TlLuO3,Tl,Lu,0,not balanced,not balanced,1.7,0.86,orthorhombic,-2.366,0.083,0,13.522,0.931,5.649,5.772,8.295,90,90,90,-2.715,0.637037037,0.9758713495999999,6.108,5.4259,1.62,1.27,0.9699252307999999
4708,4708,4708,TlNbO3,Tl,Nb,0,1,5,1.7,0.64,tetragonal,-2.223,0.065,0,13.712,0.448,4.032,4.032,4.218,90,90,90,4.564,0.47407407409999996,1.0837566243999999,6.108,6.88,1.62,1.6,1.0745250106
4709,4709,4709,TlNdO3,Tl,Nd,0,not balanced,not balanced,1.7,0.98,orthorhombic,-2.164,0.115,0,15.638,1.014,5.955,6.036,8.702,90,90,90,-3.035,0.7259259259,0.9256118809999999,6.108,5.53,1.62,1.14,0.9210214377
4711,4711,4711,TlNpO3,Tl,Np,0,element not in BV,element not in BV,1.7,0.86,rhombohedral,-2.466,0.105,0.4,16.26,1.113,6.14,6.14,6.14,59.7,59.7,59.7,1.24,0.637037037,0.9758713495999999,6.108,6.19,1.62,1.36,0.9699252307999999
4713,4713,4713,TlPaO3,Tl,Pa,0,element not in BV,element not in BV,1.7,0.91,cubic,-2.563,-0.358,0,17.211,3.399,4.415,4.415,4.415,90,90,90,5.8,0.6740740741,0.9542812755,6.108,5.89,1.62,1.5,0.9489311782
4717,4717,4717,TlPrO3,Tl,Pr,0,not balanced,not balanced,1.7,0.92,orthorhombic,-2.14,0.117,0,15.939,0.971,5.998,6.07,8.756,90,90,90,-2.864,0.6814814815000001,0.9500773932,6.108,5.46,1.62,1.13,0.9448409576000001
4725,4725,4725,TlScO3,Tl,Sc,0,not balanced,not balanced,1.7,0.75,orthorhombic,-2.296,0.077,0,12.484,1.265,5.49,5.647,8.053,90,90,90,-2.416,0.5555555556,1.0269884203,6.108,6.54,1.62,1.36,1.0195493124
4727,4727,4727,TlSmO3,Tl,Sm,0,not balanced,not balanced,1.7,0.96,rhombohedral,-2.213,0.106,0,16.056,1.625,6.248,6.248,6.248,57,57,57,-3.007,0.7111111111,0.9336258366,6.108,5.64,1.62,1.17,0.9288267041
4730,4730,4730,TlTaO3,Tl,Ta,0,1,5,1.7,0.64,tetragonal,-2.422,0.034,0,13.343,0.836,4.037,4.037,4.093,90,90,90,5.427,0.47407407409999996,1.0837566243999999,6.108,7.89,1.62,1.5,1.0745250106
4737,4737,4737,TlTmO3,Tl,Tm,0,not balanced,not balanced,1.7,0.96,orthorhombic,-2.346,0.088,0,13.809,0.907,5.701,5.804,8.347,90,90,90,-2.758,0.7111111111,0.9336258366,6.108,6.184,1.62,1.25,0.9288267041
4738,4738,4738,TlUO3,Tl,U,0,1,5,1.7,0.76,cubic,-2.745,-0.108,0.2,16.675,2.695,4.369,4.369,4.369,90,90,90,4.183,0.5629629629999999,1.0221211766,6.108,6.05,1.62,1.38,1.0148291767
4741,4741,4741,TlYO3,Tl,Y,0,not balanced,not balanced,1.7,0.9,orthorhombic,-2.278,0.095,0,14.368,1.095,5.787,5.866,8.465,90,90,90,-3.435,0.6666666667,0.9585225256000001,6.108,6.38,1.62,1.22,0.9530569659
4745,4745,4745,TmAcO3,Tm,Ac,0,element not in BV,element not in BV,1.05,1.12,orthorhombic,-3.548,0.223,0,16.948,3.315,6.091,6.223,8.943,90,90,90,0.334,0.8296296296,0.6870673178,6.184,5.17,1.25,1.1,0.6874649262
4747,4747,4747,TmAlO3,Tm,Al,1,3,3,1.05,0.54,orthorhombic,-3.616,-0.017,0,9.976,6.198,5.108,5.339,7.316,90,90,90,6.232,0.4,0.8979133729000001,6.184,5.986000000000001,1.25,1.61,0.8929956773000001
4750,4750,4750,TmBO3,Tm,B,0,3,3,1.05,0.27,cubic,-2.537,0.74,0,8.012,3.153,3.422,3.422,3.422,90,90,90,5.493,0.2,1.0475656018000001,6.184,8.298,1.25,2.04,1.0373722239
4751,4751,4751,TmBaO3,Tm,Ba,0,not balanced,not balanced,1.05,1.35,orthorhombic,-2.861,0.282,0.201,18.032,0.645,6.429,6.76,8.299,90,90,90,-8.566,1.0,0.6285393611,6.184,5.212000000000001,1.25,0.89,0.6299678596
4757,4757,4757,TmCoO3,Tm,Co,0,3,3,1.05,0.61,orthorhombic,-2.566,0.027,0,10.493,1.392,5.113,5.544,7.404,90,90,90,2.096,0.4518518519,0.8658450381999999,6.184,7.86,1.25,1.88,0.8618963253
4758,4758,4758,TmCrO3,Tm,Cr,1,3,3,1.05,0.62,orthorhombic,-3.229,-0.022,0.6,10.864,2.496,5.209,5.541,7.528,90,90,90,4.031,0.4592592593,0.8614498856999999,6.184,6.766,1.25,1.66,0.8576295118
4760,4760,4760,TmCuO3,Tm,Cu,0,3,3,1.05,0.54,orthorhombic,-2.306,0.004,0,10.66,0.268,5.152,5.823,7.106,90,90,90,0.436,0.4,0.8979133729000001,6.184,7.726,1.25,1.9,0.8929956773000001
4761,4761,4761,TmDyO3,Tm,Dy,0,not balanced,not balanced,1.05,0.99,cubic,-2.811,1.08,0,15.37,1.006,4.252,4.252,4.252,90,90,90,0.065,0.7333333333,0.7252377243000001,6.184,5.94,1.25,1.22,0.7248584159
4762,4762,4762,TmErO3,Tm,Er,0,not balanced,not balanced,1.05,0.89,cubic,-2.914,1,0,14.878,1.306,4.206,4.206,4.206,90,90,90,0.816,0.6592592593,0.7576144084,6.184,6.101,1.25,1.24,0.7565116218000001
4764,4764,4764,TmFeO3,Tm,Fe,1,3,3,1.05,0.65,orthorhombic,-2.805,0.017,1,10.985,1.235,5.229,5.559,7.559,90,90,90,2.865,0.4814814815,0.8485281374,6.184,7.87,1.25,1.83,0.8450788361
4765,4765,4765,TmGaO3,Tm,Ga,0,3,3,1.05,0.62,orthorhombic,-2.997,0.019,0,10.799,4.07,5.206,5.526,7.508,90,90,90,4.273,0.4592592593,0.8614498856999999,6.184,5.999,1.25,1.81,0.8576295118
4766,4766,4766,TmGdO3,Tm,Gd,0,not balanced,not balanced,1.05,0.94,cubic,-2.694,1.169,0,15.965,0.673,4.306,4.306,4.306,90,90,90,-0.771,0.6962962963,0.7410726091,6.184,6.15,1.25,1.2,0.7403468436
4770,4770,4770,TmHoO3,Tm,Ho,0,not balanced,not balanced,1.05,0.9,cubic,-2.863,1.04,0,15.076,1.154,4.224,4.224,4.224,90,90,90,0.436,0.6666666667,0.7542472333,6.184,6.018,1.25,1.23,0.7532224408
4771,4771,4771,TmInO3,Tm,In,0,not balanced,not balanced,1.05,0.8,cubic,-2.065,0.823,0,13.593,1.289,4.081,4.081,4.081,90,90,90,2.513,0.5925925926,0.7893284999,6.184,5.7860000000000005,1.25,1.78,0.7874598245000001
4776,4776,4776,TmLuO3,Tm,Lu,0,not balanced,not balanced,1.05,0.86,cubic,-3.061,0.886,0,14.17,1.726,4.138,4.138,4.138,90,90,90,1.867,0.637037037,0.7678987669,6.184,5.4259,1.25,1.27,0.7665538115
4778,4778,4778,TmMnO3,Tm,Mn,0,2,4,1.09,0.53,orthorhombic,-2.981,0.043,0.8,11.019,0.411,5.22,5.688,7.422,90,90,90,3.296,0.39259259259999996,0.917734333,6.184,7.435,1.25,1.55,0.9122776606999999
4798,4798,4798,TmScO3,Tm,Sc,0,3,3,1.05,0.75,cubic,-3.241,0.629,0,12.507,2.748,3.969,3.969,3.969,90,90,90,4.911,0.5555555556,0.8081220356000001,6.184,6.54,1.25,1.36,0.8057728437
4800,4800,4800,TmSmO3,Tm,Sm,0,not balanced,not balanced,1.05,0.96,cubic,-2.537,1.279,0,16.736,0.355,4.374,4.374,4.374,90,90,90,-1.761,0.7111111111,0.734656396,6.184,5.64,1.25,1.17,0.7340727178
4802,4802,4802,TmSrO3,Tm,Sr,0,not balanced,not balanced,1.05,1.18,orthorhombic,-2.964,0.241,0.2,16.179,0.922,6.216,6.361,8.184,90,90,90,-4.547,0.8740740740999999,0.6707732312,6.184,5.695,1.25,0.95,0.6714773696999999
4809,4809,4809,TmTlO3,Tm,Tl,0,not balanced,not balanced,1.05,1.2,orthorhombic,-2.301,0.133,0,13.813,0.887,5.48,5.825,8.656,90,90,90,0.355,0.8888888889,0.6655122646,6.184,6.108,1.25,1.62,0.6663121592
4810,4810,4810,Tm2O3,Tm,Tm,0,not balanced,not balanced,1.05,0.96,cubic,-2.976,0.956,0,14.604,1.456,4.18,4.18,4.18,90,90,90,1.36,0.7111111111,0.734656396,6.184,6.184,1.25,1.25,0.7340727178
4812,4812,4812,TmVO3,Tm,V,1,2,4,1.09,0.58,orthorhombic,-3.293,-0.011,0.4,11.162,1.382,5.245,5.632,7.558,90,90,90,3.816,0.4296296296,0.8939588321999999,6.184,6.74,1.25,1.63,0.8892403459999999
4814,4814,4814,TmYO3,Tm,Y,0,not balanced,not balanced,1.05,0.9,cubic,-2.787,1.083,0,15.361,1.077,4.251,4.251,4.251,90,90,90,0.048,0.6666666667,0.7542472333,6.184,6.38,1.25,1.22,0.7532224408
4820,4820,4820,UAlO3,U,Al,0,3,3,1.03,0.54,orthorhombic,-3.392,-0.011,0.6,10.771,1.428,5.34,5.349,7.54,90,90,90,4.383,0.4,0.8904307615000001,6.05,5.986000000000001,1.38,1.61,0.8857059166
4824,4824,4824,UBaO3,U,Ba,0,not balanced,not balanced,1.17,1.35,orthorhombic,-3.22,0.24,0.4,18.953,1.23,5.856,6.008,10.773,90,90,90,-,1.0,0.6599663291,6.05,5.212000000000001,1.38,0.89,0.6608234282
4828,4828,4828,UCdO3,U,Cd,0,4,2,1.17,0.95,orthorhombic,-2.6,0.186,0.4,14.039,2.146,5.62,6.035,8.278,90,90,90,-0.036,0.7037037037,0.7747430820000001,6.05,8.993,1.38,1.69,0.7733040118000001
4831,4831,4831,UCrO3,U,Cr,0,3,3,1.03,0.62,rhombohedral,-2.959,0.16,1.2,11.898,0.418,5.471,5.471,5.471,61.2,61.2,61.2,4.983,0.4592592593,0.8542711367,6.05,6.766,1.38,1.66,0.8506284545999999
4832,4832,4832,UCsO3,U,Cs,0,not balanced,not balanced,1.17,1.67,tetragonal,-2.343,0.712,0.2,18.762,1.048,3.608,3.608,7.208,90,90,90,-,1.2370370370000001,0.590036122,6.05,3.8939999999999997,1.38,0.79,0.5919428103000001
4838,4838,4838,UGaO3,U,Ga,0,3,3,1.03,0.62,orthorhombic,-2.75,0.242,0.6,11.842,1.067,5.475,5.502,7.862,90,90,90,3.046,0.4592592593,0.8542711367,6.05,5.999,1.38,1.81,0.8506284545999999
4842,4842,4842,UHgO3,U,Hg,0,4,2,1.17,1.02,orthorhombic,-2.226,0.291,0.4,15.403,1.773,5.681,6.135,8.838,90,90,90,-2.345,0.7555555556,0.7518603748999999,6.05,10.437000000000001,1.38,2,0.7509357139
4846,4846,4846,UKO3,U,K,0,not balanced,not balanced,1.17,1.38,orthorhombic,-2.87,0.27,0.2,17.52,2.296,5.403,5.74,11.299,90,90,90,-3.13,1.0222222222,0.6527139518999999,6.05,4.341,1.38,0.82,0.6536922402
4848,4848,4848,ULiO3,U,Li,0,5,1,0.84,0.76,orthorhombic,-3.047,0.099,0.2,10.735,2.256,5.167,5.647,7.359,90,90,90,-2.292,0.5629629629999999,0.733916517,6.05,5.392,1.38,0.98,0.7332959212000001
4850,4850,4850,UMgO3,U,Mg,0,4,2,1.17,0.72,orthorhombic,-3.363,0.107,0.4,11.777,3.156,5.348,5.732,7.683,90,90,90,0.9,0.5333333333,0.8608256467000001,6.05,7.646,1.38,1.31,0.8572002017
4851,4851,4851,UMnO3,U,Mn,0,3,3,1.03,0.65,orthorhombic,-2.991,0.115,1.4,12.781,1.822,5.463,5.94,7.879,90,90,90,3.81,0.4814814815,0.8414570695999999,6.05,7.435,1.38,1.55,0.8381802333
4853,4853,4853,UNaO3,U,Na,0,not balanced,not balanced,1.17,1.02,orthorhombic,-2.87,0.238,0.2,13.162,2.597,5.483,5.74,8.365,90,90,90,-4.483,0.7555555556,0.7518603748999999,6.05,5.138999999999999,1.38,0.93,0.7509357139
4860,4860,4860,UPbO3,U,Pb,0,not balanced,not balanced,1.17,0.99,orthorhombic,-2.554,0.266,0.4,17.378,0.881,5.706,5.963,10.215,90,90,90,-,0.7333333333,0.7614996104999999,6.05,7.416,1.38,2.33,0.7603616851999999
4866,4866,4866,URbO3,U,Rb,0,not balanced,not balanced,1.17,1.52,orthorhombic,-2.834,0.28,0.2,18.845,2.31,5.387,5.747,12.174,90,90,90,-10.746,1.1259259259,0.6208742468999999,6.05,4.177,1.38,0.82,0.6223508314
4871,4871,4871,UScO3,U,Sc,0,3,3,1.03,0.75,orthorhombic,-3.609,0.013,0.6,13.125,2.023,5.6,5.831,8.039,90,90,90,4.046,0.5555555556,0.8013876853,6.05,6.54,1.38,1.36,0.7991951062
4875,4875,4875,USrO3,U,Sr,0,4,2,1.17,1.18,orthorhombic,-3.326,0.161,0.4,16.725,1.939,5.809,5.967,9.651,90,90,90,-7.732,0.8740740740999999,0.7043118926999999,6.05,5.695,1.38,0.95,0.7043660572
4885,4885,4885,UVO3,U,V,0,3,3,1.03,0.64,orthorhombic,-3.176,0.02,1,12.447,1.685,5.392,5.949,7.76,90,90,90,4.461,0.47407407409999996,0.8456854971,6.05,6.74,1.38,1.63,0.8422889599
4891,4891,4891,VAcO3,V,Ac,0,element not in BV,element not in BV,0.72,1.12,orthorhombic,-2.93,0.291,0.4,15.507,1.198,5.844,5.912,8.977,90,90,90,-,0.8296296296,0.5925955615999999,6.74,5.17,1.63,1.1,0.5948676096
4892,4892,4892,VAgO3,V,Ag,0,not balanced,not balanced,0.72,0.95,orthorhombic,-1.633,0.074,0,13.017,1.337,5.179,5.572,9.022,90,90,90,-6.146,0.7037037037,0.6363961031,6.74,7.5760000000000005,1.63,1.93,0.6379005856000001
4893,4893,4893,VAlO3,V,Al,0,not balanced,not balanced,0.72,0.54,orthorhombic,-2.863,0.085,0.4,8.938,1.896,4.981,5.175,6.935,90,90,90,-0.28,0.4,0.7744502842000001,6.74,5.986000000000001,1.63,1.61,0.7727146268999999
4897,4897,4897,VBaO3,V,Ba,0,not balanced,not balanced,0.72,1.35,orthorhombic,-2.704,0.162,0.2,16.597,1.269,5.416,5.953,10.295,90,90,90,-13.06,1.0,0.5421151989,6.74,5.212000000000001,1.63,0.89,0.5451150459
4899,4899,4899,VBiO3,V,Bi,0,not balanced,not balanced,0.72,0.9,orthorhombic,-1.819,0.233,0.4,13.85,0.451,5.724,5.773,8.382,90,90,90,-,0.6666666667,0.6505382386999999,6.74,7.289,1.63,2.02,0.6517679896
4900,4900,4900,VCaO3,V,Ca,0,not balanced,not balanced,0.72,1.0,orthorhombic,-2.726,0.175,0.2,13.001,1.207,5.508,5.518,8.554,90,90,90,-,0.7407407407,0.6228557604,6.74,6.1129999999999995,1.63,1,0.62461099
4901,4901,4901,VCdO3,V,Cd,0,not balanced,not balanced,0.72,0.95,orthorhombic,-1.843,0.19,0.2,12.529,0.206,5.335,5.416,8.671,90,90,90,-7.137,0.7037037037,0.6363961031,6.74,8.993,1.63,1.69,0.6379005856000001
4902,4902,4902,VCeO3,V,Ce,0,2,4,0.79,0.87,orthorhombic,-2.861,0.298,0.4,14.417,1.39,5.738,5.883,8.542,90,90,90,-7.387,0.6444444443999999,0.6816254556999999,6.74,5.54,1.63,1.12,0.6821867184
4919,4919,4919,VKO3,V,K,0,not balanced,not balanced,0.72,1.38,orthorhombic,-2.333,0.037,0,16.119,2.424,5.479,5.683,10.354,90,90,90,-9.684,1.0222222222,0.5361578889999999,6.74,4.341,1.63,0.82,0.5392325094
4920,4920,4920,VLaO3,V,La,0,not balanced,not balanced,0.72,1.03,orthorhombic,-2.973,0.275,0.4,14.351,1.388,5.725,5.85,8.571,90,90,90,-6.936,0.762962963,0.6150046374,6.74,5.58,1.63,1.1,0.6168997433
4921,4921,4921,VLiO3,V,Li,0,not balanced,not balanced,0.72,0.76,orthorhombic,-2.164,0.208,0,8.948,1.794,4.691,5.019,7.601,90,90,90,-5.697,0.5629629629999999,0.6937019133,6.74,5.392,1.63,0.98,0.6940122112
4926,4926,4926,VNaO3,V,Na,0,not balanced,not balanced,0.72,1.02,orthorhombic,-2.233,0.242,0,12.446,2.123,5.305,5.535,8.478,90,90,90,-10.109,0.7555555556,0.6175995937,6.74,5.138999999999999,1.63,0.93,0.6194489157999999
4928,4928,4928,VNdO3,V,Nd,0,not balanced,not balanced,0.72,0.98,orthorhombic,-2.912,0.284,0.4,13.858,1.358,5.687,5.808,8.392,90,90,90,-5.876,0.7259259259,0.6282021618,6.74,5.53,1.63,1.14,0.6298598219
4930,4930,4930,VNpO3,V,Np,0,element not in BV,element not in BV,0.72,0.86,orthorhombic,-2.917,0.247,1.2,13.46,1.331,5.548,5.831,8.321,90,90,90,-,0.637037037,0.6623126865,6.74,6.19,1.63,1.36,0.6633037062
4933,4933,4933,VPbO3,V,Pb,0,2,4,0.79,0.78,rhombohedral,-1.794,0.288,0.2,16.128,1.394,6.164,6.164,6.164,58.9,58.9,58.9,-,0.5777777778000001,0.7104265313,6.74,7.416,1.63,2.33,0.7103503903
4936,4936,4936,VPrO3,V,Pr,0,2,4,0.79,0.85,orthorhombic,-2.888,0.292,0.4,14.118,1.315,5.723,5.819,8.479,90,90,90,-7.01,0.6296296296,0.6878220508,6.74,5.46,1.63,1.13,0.6882506004000001
4938,4938,4938,VPuO3,V,Pu,0,element not in BV,element not in BV,0.72,0.83,orthorhombic,-2.85,0.29,1.4,13.196,0.614,5.536,5.782,8.246,90,90,90,-,0.6148148148,0.6714270812,6.74,6.06,1.63,1.28,0.6722270745000001
4939,4939,4939,VRbO3,V,Rb,0,not balanced,not balanced,0.72,1.52,orthorhombic,-2.339,0.029,0,17.828,2.477,5.618,5.953,10.66,90,90,90,-19.751,1.1259259259,0.5100038457,6.74,4.177,1.63,0.82,0.5133788959000001
4946,4946,4946,VSmO3,V,Sm,0,not balanced,not balanced,0.72,0.96,orthorhombic,-2.955,0.268,0.4,13.425,1.638,5.655,5.74,8.271,90,90,90,-6.477,0.7111111111,0.6336411416,6.74,5.64,1.63,1.17,0.635197617
4948,4948,4948,VSrO3,V,Sr,0,not balanced,not balanced,0.72,1.18,orthorhombic,-2.723,0.158,0.2,14.899,1.523,5.532,5.639,9.553,90,90,90,-9.981,0.8740740740999999,0.5785419118999999,6.74,5.695,1.63,0.95,0.5810334790999999
4955,4955,4955,VTlO3,V,Tl,0,not balanced,not balanced,0.72,1.2,orthorhombic,-1.566,0.404,0.4,12.645,0.209,5.575,5.589,8.116,90,90,90,-5.31,0.8888888889,0.5740043283,6.74,6.108,1.63,1.62,0.5765639908
4965,4965,4965,WAgO3,W,Ag,0,3,3,0.66,0.75,orthorhombic,-1.414,0.543,0,13.656,0.532,5.252,6.199,8.389,90,90,90,-12.443,0.5555555556,0.6768022048000001,7.98,7.5760000000000005,2.36,1.93,0.6775069624
4970,4970,4970,WBaO3,W,Ba,0,4,2,0.66,1.35,rhombohedral,-2.419,0.308,0,18.913,1.695,6.269,6.269,6.269,63.9,63.9,63.9,-18.683,1.0,0.5264017149,7.98,5.212000000000001,2.36,0.89,0.5296872615
4973,4973,4973,WCaO3,W,Ca,0,4,2,0.66,1.0,rhombohedral,-2.37,0.393,0,14.438,0.855,5.777,5.777,5.777,62.7,62.7,62.7,-13.482,0.7407407407,0.6048019703,7.98,6.1129999999999995,2.36,1,0.6069333204999999
4974,4974,4974,WCdO3,W,Cd,0,4,2,0.66,0.95,rhombohedral,-1.494,0.462,0,13.866,1.108,5.444,5.444,5.444,70.4,70.4,70.4,-12.523,0.7037037037,0.6179498392,7.98,8.993,2.36,1.69,0.6198467954
4978,4978,4978,WCsO3,W,Cs,0,not balanced,not balanced,0.63,1.67,rhombohedral,-1.921,0.284,0.2,24.231,1.548,6.994,6.994,6.994,60.1,60.1,60.1,-,1.2370370370000001,0.4635998102,7.98,3.8939999999999997,2.36,0.79,0.4675657218
5021,5021,5021,WSrO3,W,Sr,0,4,2,0.66,1.18,rhombohedral,-2.413,0.332,0,16.614,1.361,6.037,6.037,6.037,63.1,63.1,63.1,-16.873,0.8740740740999999,0.5617725811,7.98,5.695,2.36,0.95,0.5645891354
5039,5039,5039,YAlO3,Y,Al,1,3,3,1.08,0.54,orthorhombic,-3.56,-0.023,0,10.255,5.872,5.188,5.347,7.394,90,90,90,6.272,0.4,0.9091372901000001,6.38,5.986000000000001,1.22,1.61,0.9039303181999999
5042,5042,5042,YBO3,Y,B,0,3,3,1.08,0.27,cubic,-2.487,0.88,0,8.307,2.953,3.463,3.463,3.463,90,90,90,5.345,0.2,1.0606601718000002,6.38,8.298,1.22,2.04,1.0500747409
5043,5043,5043,YBaO3,Y,Ba,0,not balanced,not balanced,1.08,1.35,orthorhombic,-2.811,0.275,0.2,18.577,0.709,6.515,6.787,8.403,90,90,90,-7.335,1.0,0.6363961031,6.38,5.212000000000001,1.22,0.89,0.6376817518
5048,5048,5048,YCeO3,Y,Ce,0,3,3,1.08,1.01,cubic,-2.323,1.342,0,18.662,0.389,4.536,4.536,4.536,90,90,90,-2.979,0.7481481481000001,0.7280802874,6.38,5.54,1.22,1.12,0.7276451523999999
5050,5050,5050,YCrO3,Y,Cr,1,3,3,1.08,0.62,orthorhombic,-3.178,-0.033,0.6,11.195,2.6,5.281,5.578,7.6,90,90,90,4.248,0.4592592593,0.8722180093,6.38,6.766,1.22,1.66,0.8681310977
5052,5052,5052,YCuO3,Y,Cu,0,3,3,1.08,0.54,orthorhombic,-2.259,0.048,0,11.081,0.374,5.237,5.899,7.174,90,90,90,0.702,0.4,0.9091372901000001,6.38,7.726,1.22,1.9,0.9039303181999999
5053,5053,5053,YDyO3,Y,Dy,0,3,3,1.08,0.91,cubic,-2.911,0.918,0,15.491,1.445,4.263,4.263,4.263,90,90,90,1.026,0.6740740741,0.7602962293000001,6.38,5.94,1.22,1.22,0.7591449426000001
5054,5054,5054,YErO3,Y,Er,0,3,3,1.08,0.89,cubic,-3.01,0.842,0,15.017,1.895,4.219,4.219,4.219,90,90,90,1.808,0.6592592593,0.7670845884999999,6.38,6.101,1.22,1.24,0.7657750294
5056,5056,5056,YFeO3,Y,Fe,1,3,3,1.08,0.65,orthorhombic,-2.758,-0.029,1,11.329,1.153,5.298,5.607,7.627,90,90,90,3.19,0.4814814815,0.8591347390999999,6.38,7.87,1.22,1.83,0.8554267402
5057,5057,5057,YGaO3,Y,Ga,1,3,3,1.08,0.62,orthorhombic,-2.946,0.024,0,11.113,4.139,5.277,5.565,7.569,90,90,90,4.486,0.4592592593,0.8722180093,6.38,5.999,1.22,1.81,0.8681310977
5058,5058,5058,YGdO3,Y,Gd,0,3,3,1.08,0.94,cubic,-2.798,1.002,0,16.091,1.371,4.317,4.317,4.317,90,90,90,0.203,0.6962962963,0.7503360167,6.38,6.15,1.22,1.2,0.7494123151000001
5062,5062,5062,YHoO3,Y,Ho,0,3,3,1.08,0.9,cubic,-2.963,0.878,0,15.248,1.662,4.24,4.24,4.24,90,90,90,1.406,0.6666666667,0.7636753237,6.38,6.018,1.22,1.23,0.7624455728
5063,5063,5063,YInO3,Y,In,0,3,3,1.08,0.8,cubic,-2.108,0.718,0,13.003,1.415,4.021,4.021,4.021,90,90,90,-,0.5925925926,0.7991951062,6.38,5.7860000000000005,1.22,1.78,0.7971021897
5066,5066,5066,YLaO3,Y,La,0,3,3,1.08,1.03,cubic,-2.446,1.315,0,18.419,0.387,4.516,4.516,4.516,90,90,90,-2.941,0.762962963,0.7219619656999999,6.38,5.58,1.22,1.1,0.7216563034000001
5068,5068,5068,YLuO3,Y,Lu,0,3,3,1.08,0.86,cubic,-3.151,0.734,0,14.331,2.052,4.154,4.154,4.154,90,90,90,2.879,0.637037037,0.7774975015000001,6.38,5.4259,1.22,1.27,0.7759401847
5070,5070,5070,YMnO3,Y,Mn,1,3,3,1.08,0.65,orthorhombic,-2.936,0.023,0.8,11.38,0.379,5.293,5.739,7.493,90,90,90,3.468,0.4814814815,0.8591347390999999,6.38,7.435,1.22,1.55,0.8554267402
5074,5074,5074,YNdO3,Y,Nd,0,3,3,1.08,0.98,cubic,-2.502,1.212,0,17.67,0.825,4.454,4.454,4.454,90,90,90,-1.797,0.7259259259,0.7374547117,6.38,5.53,1.22,1.14,0.7368171501
5082,5082,5082,YPrO3,Y,Pr,0,3,3,1.08,0.99,cubic,-2.419,1.273,0,18.136,0.619,4.493,4.493,4.493,90,90,90,-2.36,0.7333333333,0.7343031958,6.38,5.46,1.22,1.13,0.7337342332
5085,5085,5085,YRbO3,Y,Rb,0,not balanced,not balanced,1.08,1.52,orthorhombic,-2.135,0.338,0,18.335,1.451,6.164,6.253,9.515,90,90,90,-8.123,1.1259259259,0.5987001665999999,6.38,4.177,1.22,0.82,0.6005564443
5090,5090,5090,YScO3,Y,Sc,1,3,3,1.08,0.75,orthorhombic,-3.781,0.027,0,12.271,4.661,5.43,5.721,7.901,90,90,90,5.013,0.5555555556,0.8182235610999999,6.38,6.54,1.22,1.36,0.8156394498999999
5092,5092,5092,YSmO3,Y,Sm,0,3,3,1.08,0.96,cubic,-2.647,1.108,0,16.879,1.24,4.386,4.386,4.386,90,90,90,-0.803,0.7111111111,0.7438396009999999,6.38,5.64,1.22,1.17,0.7430613632999999
5101,5101,5101,YTlO3,Y,Tl,0,3,3,1.08,0.89,orthorhombic,-2.265,0.108,0,14.133,1.097,5.576,5.93,8.549,90,90,90,0.61,0.6592592593,0.7670845884999999,6.38,6.108,1.22,1.62,0.7657750294
