Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor
LaPrO3,La,Pr,FALSE,3,3,1.36,0.99,cubic,-2.792,0.852,0,18.427,0.859,4.517,4.517,4.517,90,90,90,3.411,O,1.385,0.8172665745
LaPtO3,La,Pt,FALSE,element not in BV,element not in BV,1.36,0.67,orthorhombic,-2.127,0.077,0,13.219,0,5.638,6.101,7.686,90,90,90,0.551,O,1.385,0.944529496
LaPuO3,La,Pu,FALSE,element not in BV,element not in BV,1.36,0.83,cubic,-2.954,0.719,0.957,17.189,0,4.413,4.413,4.413,90,90,90,3.178,O,1.385,0.8763016318
LaRbO3,La,Rb,FALSE,not balanced,not balanced,1.36,1.52,orthorhombic,-2.186,0.239,0,19.456,1.452,6.524,6.582,9.063,90,90,90,-2.592,O,1.385,0.6681611409
LaReO3,La,Re,FALSE,3,3,1.36,0.63,cubic,-2.206,0.526,0.137,12.721,0,3.992,3.992,3.992,90,90,90,-,O,1.385,0.9632794612
LaRhO3,La,Rh,TRUE,3,3,1.36,0.67,orthorhombic,-2.386,-0.062,0,12.605,0.674,5.503,5.806,7.89,90,90,90,1.14,O,1.385,0.944529496
LaRuO3,La,Ru,TRUE,3,3,1.36,0.68,orthorhombic,-2.396,0.04,0.196,12.563,0,5.453,5.85,7.876,90,90,90,2.045,O,1.385,0.9399555033
LaSbO3,La,Sb,FALSE,3,3,1.36,0.76,cubic,-2.075,0.622,-0.001,15.471,0,4.261,4.261,4.261,90,90,90,2.31,O,1.385,0.9048988878
LaScO3,La,Sc,TRUE,3,3,1.36,0.75,orthorhombic,-3.789,-0.029,0,13.241,4.099,5.653,5.799,8.078,90,90,90,5.579,O,1.385,0.9091372901
LaSiO3,La,Si,FALSE,3,3,1.36,0.4,cubic,-2.751,0.596,0,11.122,0,3.817,3.817,3.817,90,90,90,4.551,O,1.385,1.0873995038
LaSmO3,La,Sm,FALSE,3,3,1.36,0.96,cubic,-3.007,0.7,0,17.209,1.406,4.415,4.415,4.415,90,90,90,-,O,1.385,0.8277220104
LaSnO3,La,Sn,FALSE,2,4,1.36,0.69,cubic,-2.298,0.525,0.003,14.488,0,4.169,4.169,4.169,90,90,90,2.916,O,1.385,0.9354255973
LaSrO3,La,Sr,FALSE,not balanced,not balanced,1.36,1.18,cubic,-2.083,1.01,0.003,17.103,0,4.406,4.406,4.406,90,90,90,-2.213,O,1.385,0.7567283097
LaTaO3,La,Ta,FALSE,1,5,1.36,0.64,orthorhombic,-3.01,0.293,0.011,13.244,0,5.583,5.938,7.99,90,90,90,4.629,O,1.385,0.9585225256
LaTbO3,La,Tb,FALSE,3,3,1.36,0.92,cubic,-3.071,0.565,0,16.182,1.71,4.325,4.325,4.325,90,90,90,4.6,O,1.385,0.8420859498
LaTcO3,La,Tc,FALSE,element not in BV,element not in BV,1.36,0.6,orthorhombic,-2.531,0.09,0.392,12.754,0,5.497,5.861,7.918,90,90,90,2.914,O,1.385,0.977837841
LaTeO3,La,Te,FALSE,2,4,1.36,0.97,cubic,-1.762,0.776,0.001,15.711,0,4.283,4.283,4.283,90,90,90,1.895,O,1.385,0.8242072672
LaThO3,La,Th,FALSE,2,4,1.36,0.94,cubic,-3.077,0.703,0.124,19.038,0,4.566,4.566,4.566,90,90,90,3.971,O,1.385,0.8348421997
LaTiO3,La,Ti,TRUE,3,3,1.36,0.67,orthorhombic,-3.465,0.01,0.039,12.286,0,5.524,5.645,7.879,90,90,90,-,O,1.385,0.944529496
LaTlO3,La,Tl,FALSE,3,3,1.36,0.89,orthorhombic,-2.287,0.038,0,15.167,1.302,5.817,6.164,8.46,90,90,90,1.289,O,1.385,0.8531903799
LaTmO3,La,Tm,TRUE,3,3,1.36,0.88,orthorhombic,-3.8,0.022,0,14.634,4.59,5.814,6.017,8.367,90,90,90,5.056,O,1.385,0.8569572249
LaUO3,La,U,FALSE,1,5,1.36,0.76,cubic,-2.868,0.706,0.565,17.215,0,4.415,4.415,4.415,90,90,90,3.368,O,1.385,0.9048988878
LaVO3,La,V,TRUE,3,3,1.36,0.64,orthorhombic,-3.248,-0.077,0.4,12.379,1.248,5.537,5.689,7.859,90,90,90,4.609,O,1.385,0.9585225256
LaWO3,La,W,FALSE,3,3,1.36,0.66,orthorhombic,-2.569,0.355,0,12.879,0,5.478,5.95,7.902,90,90,90,3.061,O,1.385,0.9491482222
LaYO3,La,Y,FALSE,3,3,1.36,0.9,cubic,-3.229,0.531,0,15.904,1.912,4.3,4.3,4.3,90,90,90,4.641,O,1.385,0.8494565052
LaYbO3,La,Yb,TRUE,3,3,1.36,0.87,cubic,-2.702,0.558,0,14.344,0,4.155,4.155,4.155,90,90,90,-0.903,O,1.385,0.8607574787
LaZnO3,La,Zn,FALSE,not balanced,not balanced,1.36,0.74,orthorhombic,-2.422,0.094,0,12.144,0,5.52,5.612,7.84,90,90,90,0.433,O,1.385,0.9134155832
LaZrO3,La,Zr,FALSE,3,3,1.36,0.72,orthorhombic,-3.42,0.133,0.003,14.142,0,5.766,5.989,8.19,90,90,90,5.094,O,1.385,0.9220941161
LiAcO3,Li,Ac,FALSE,element not in BV,element not in BV,0.92,1.12,orthorhombic,-2.369,0.103,0,13.879,2.806,5.9,6.224,7.559,90,90,90,-0.964,O,1.385,0.65065115
LiAgO3,Li,Ag,FALSE,not balanced,not balanced,0.92,0.95,cubic,-0.124,0.697,-,12.914,0,4.012,4.012,4.012,90,90,90,-2.619,O,1.385,0.6980218975
LiAlO3,Li,Al,FALSE,not balanced,not balanced,0.92,0.54,orthorhombic,-2.188,0.18,-,8.383,3.175,5.155,5.406,6.017,90,90,90,-1.731,O,1.385,0.8466914964
LiAsO3,Li,As,FALSE,1,5,0.92,0.46,orthorhombic,-1.66,0.164,-,8.634,1.977,4.891,5.003,7.058,90,90,90,1.238,O,1.385,0.8834044068
LiAuO3,Li,Au,FALSE,element not in BV,element not in BV,0.92,0.93,cubic,-0.203,0.64,-,12.989,0,4.02,4.02,4.02,90,90,90,-2.557,O,1.385,0.7040523242
LiBO3,Li,B,FALSE,not balanced,not balanced,0.92,0.27,cubic,-1.077,1.008,-,7.002,0,3.271,3.271,3.271,90,90,90,-3.925,O,1.385,0.9848224354
LiBaO3,Li,Ba,FALSE,not balanced,not balanced,0.92,1.35,cubic,-0.716,1.203,-,18.495,0,4.522,4.522,4.522,90,90,90,-2.309,O,1.385,0.5959345999
LiBeO3,Li,Be,FALSE,not balanced,not balanced,0.92,0.45,cubic,-1.105,0.797,-,7.942,0,3.412,3.412,3.412,90,90,90,-3.539,O,1.385,0.8882185998
LiBiO3,Li,Bi,FALSE,1,5,0.92,0.76,orthorhombic,-1.445,0.037,-,11.688,0.781,5.414,5.501,7.849,90,90,90,0.067,O,1.385,0.759851343
LiCaO3,Li,Ca,FALSE,not balanced,not balanced,0.92,1,cubic,-0.89,1.104,-,15.968,0,4.306,4.306,4.306,90,90,90,-7.423,O,1.385,0.6833883147
LiCdO3,Li,Cd,FALSE,not balanced,not balanced,0.92,0.95,cubic,-0.321,0.889,-,13.932,0,4.115,4.115,4.115,90,90,90,-5.406,O,1.385,0.6980218975
LiCeO3,Li,Ce,FALSE,not balanced,not balanced,0.92,0.94,orthorhombic,-2.294,0.148,0,12.915,2.519,5.819,6.018,7.376,90,90,90,-2.253,O,1.385,0.7010241422
LiCoO3,Li,Co,FALSE,not balanced,not balanced,0.92,0.63,orthorhombic,-1.142,0.223,-0.4,8.18,0,4.783,4.965,6.889,90,90,90,0.263,O,1.385,0.8088740102
LiCrO3,Li,Cr,FALSE,1,5,0.92,0.49,orthorhombic,-1.83,0.232,0.2,8.687,0,4.857,5.074,7.049,90,90,90,-0.06,O,1.385,0.8692699363
LiCsO3,Li,Cs,FALSE,not balanced,not balanced,0.92,1.67,cubic,0.015,1.306,-,16.48,0,4.352,4.352,4.352,90,90,90,-1.652,O,1.385,0.5335126451
LiCuO3,Li,Cu,FALSE,not balanced,not balanced,0.92,0.68,cubic,-0.506,0.55,-,10.021,0,3.687,3.687,3.687,90,90,90,-2.175,O,1.385,0.7892886831
LiDyO3,Li,Dy,FALSE,not balanced,not balanced,0.92,0.99,cubic,-1.888,0.719,0.4,16.374,0,4.342,4.342,4.342,90,90,90,-1.958,O,1.385,0.6862657392
LiErO3,Li,Er,FALSE,not balanced,not balanced,0.92,0.89,cubic,-1.931,0.699,0.4,15.947,0,4.304,4.304,4.304,90,90,90,-,O,1.385,0.7164312662
LiEuO3,Li,Eu,FALSE,not balanced,not balanced,0.92,1.06,orthorhombic,-1.985,0.089,0.129,12.171,0,5.554,6.084,7.203,90,90,90,-5.968,O,1.385,0.6666180493
LiFeO3,Li,Fe,FALSE,1,5,0.92,0.59,orthorhombic,-1.354,0.196,0.6,8.583,0,4.869,5.052,6.979,90,90,90,-0.831,O,1.385,0.8252562687
LiGaO3,Li,Ga,FALSE,not balanced,not balanced,0.92,0.62,cubic,-1.169,0.625,-,11.057,0,3.81,3.81,3.81,90,90,90,-2.557,O,1.385,0.8129082946
LiGdO3,Li,Gd,FALSE,not balanced,not balanced,0.92,0.94,cubic,-1.839,0.739,0.398,16.926,0,4.39,4.39,4.39,90,90,90,-2.036,O,1.385,0.7010241422
LiGeO3,Li,Ge,FALSE,not balanced,not balanced,0.92,0.63,orthorhombic,-1.612,0.27,-,8.872,0,5.04,5.257,6.696,90,90,90,-0.763,O,1.385,0.8088740102
LiHfO3,Li,Hf,FALSE,not balanced,not balanced,0.92,0.71,rhombohedral,-2.759,0.218,0.2,11.406,0,5.584,5.584,5.584,56.8,56.8,56.8,-0.501,O,1.385,0.7779862199
LiHgO3,Li,Hg,FALSE,not balanced,not balanced,0.92,1.11,cubic,-0.088,0.809,-,14.23,0,4.144,4.144,4.144,90,90,90,-2.566,O,1.385,0.6532589702
LiHoO3,Li,Ho,FALSE,not balanced,not balanced,0.92,0.9,cubic,-1.91,0.709,0.4,16.131,0,4.321,4.321,4.321,90,90,90,-1.927,O,1.385,0.7132958996
LiInO3,Li,In,FALSE,not balanced,not balanced,0.92,0.8,cubic,-0.881,0.726,-,14.024,0,4.124,4.124,4.124,90,90,90,-2.484,O,1.385,0.7459410209
LiIrO3,Li,Ir,FALSE,1,5,0.92,0.57,rhombohedral,-1.378,-0.058,0,9.756,0,5.198,5.198,5.198,59.2,59.2,59.2,0.843,O,1.385,0.833698788
LiKO3,Li,K,FALSE,not balanced,not balanced,0.92,1.38,cubic,0.491,1.788,-,16.858,0,4.385,4.385,4.385,90,90,90,-14.261,O,1.385,0.5894687633
LiLaO3,Li,La,FALSE,not balanced,not balanced,0.92,1.03,orthorhombic,-2.405,0.133,0,12.879,2.829,5.849,6.005,7.334,90,90,90,-1.742,O,1.385,0.6748990189
Li2O3,Li,Li,FALSE,not balanced,not balanced,0.92,0.76,cubic,-0.32,1.044,-,8.937,0,3.549,3.549,3.549,90,90,90,-8.284,O,1.385,0.759851343
LiLuO3,Li,Lu,FALSE,not balanced,not balanced,0.92,0.86,cubic,-2,0.663,0.401,15.284,0,4.244,4.244,4.244,90,90,90,-1.709,O,1.385,0.726004958
LiMgO3,Li,Mg,FALSE,not balanced,not balanced,0.92,0.72,cubic,-1.028,0.866,-,11.367,0,3.845,3.845,3.845,90,90,90,-5.461,O,1.385,0.7742903233
LiMnO3,Li,Mn,FALSE,1,5,0.92,0.33,orthorhombic,-1.604,0.22,0.4,8.616,0,4.901,5.115,6.874,90,90,90,-1.049,O,1.385,0.9503680062
LiMoO3,Li,Mo,FALSE,1,5,0.92,0.61,rhombohedral,-2.232,0.09,-0.001,10.278,0,5.369,5.369,5.369,57.3,57.3,57.3,4.169,O,1.385,0.8169830229
LiNaO3,Li,Na,FALSE,not balanced,not balanced,0.92,1.02,orthorhombic,-1.096,0.179,-,10.622,0,4.695,5.985,7.561,90,90,90,-11.799,O,1.385,0.6777052518
LiNbO3,Li,Nb,TRUE,1,5,0.92,0.64,rhombohedral,-2.704,0.033,0,10.725,2.613,5.467,5.467,5.467,56.9,56.9,56.9,4.763,O,1.385,0.8048795707
LiNdO3,Li,Nd,FALSE,not balanced,not balanced,0.92,0.98,orthorhombic,-2.335,0.187,0,12.423,2.55,5.762,5.941,7.258,90,90,90,-2.224,O,1.385,0.6891674971
LiNiO3,Li,Ni,FALSE,not balanced,not balanced,0.92,0.59,cubic,-0.607,0.605,0.506,9.765,0,3.655,3.655,3.655,90,90,90,-2.014,O,1.385,0.8252562687
LiNpO3,Li,Np,FALSE,element not in BV,element not in BV,0.92,0.86,rhombohedral,-2.882,0.05,0.4,12.707,1.647,5.877,5.877,5.877,55.1,55.1,55.1,1.274,O,1.385,0.726004958
LiOsO3,Li,Os,FALSE,element not in BV,element not in BV,0.92,0.57,rhombohedral,-1.575,-0.044,-0.002,9.8,0,5.225,5.225,5.225,58.8,58.8,58.8,2.292,O,1.385,0.833698788
LiPaO3,Li,Pa,FALSE,element not in BV,element not in BV,0.92,0.91,rhombohedral,-2.963,-0.311,0,13.301,4.216,5.976,5.976,5.976,54.9,54.9,54.9,5.528,O,1.385,0.7101878565
LiPbO3,Li,Pb,FALSE,not balanced,not balanced,0.92,0.99,cubic,-0.818,0.528,-,15.009,0,4.218,4.218,4.218,90,90,90,-1.895,O,1.385,0.6862657392
LiPdO3,Li,Pd,FALSE,not balanced,not balanced,0.92,0.75,cubic,-0.488,0.562,-,11.894,0,3.903,3.903,3.903,90,90,90,-1.945,O,1.385,0.7634103656
LiPmO3,Li,Pm,FALSE,element not in BV,element not in BV,0.92,0.97,cubic,-1.748,0.772,0.4,17.917,0,4.474,4.474,4.474,90,90,90,-2.171,O,1.385,0.6920938984
LiPrO3,Li,Pr,FALSE,not balanced,not balanced,0.92,0.92,orthorhombic,-2.317,0.153,0,12.66,2.754,5.793,5.974,7.316,90,90,90,-2.28,O,1.385,0.7071067812
LiPtO3,Li,Pt,FALSE,element not in BV,element not in BV,0.92,0.67,cubic,-0.654,0.502,0.321,12.024,0,3.917,3.917,3.917,90,90,90,-0.831,O,1.385,0.793129504
LiPuO3,Li,Pu,FALSE,element not in BV,element not in BV,0.92,0.83,orthorhombic,-2.653,-0.046,0.6,12.122,1.592,5.445,5.519,8.067,90,90,90,0.694,O,1.385,0.7358379822
LiRbO3,Li,Rb,FALSE,not balanced,not balanced,0.92,1.52,cubic,0.449,1.733,-,16.306,0,4.336,4.336,4.336,90,90,90,-13.374,O,1.385,0.5610606302
LiReO3,Li,Re,FALSE,1,5,0.92,0.58,rhombohedral,-1.921,0.067,0.003,10.067,0,5.309,5.309,5.309,57.9,57.9,57.9,3.622,O,1.385,0.8294560461
LiRhO3,Li,Rh,FALSE,not balanced,not balanced,0.92,0.61,orthorhombic,-1.253,0.051,0.135,9.29,0,4.97,5.147,7.264,90,90,90,-0.04,O,1.385,0.8169830229
LiRuO3,Li,Ru,FALSE,1,5,0.92,0.57,rhombohedral,-1.495,-0.029,0,9.662,0,5.197,5.197,5.197,58.8,58.8,58.8,1.489,O,1.385,0.833698788
LiSbO3,Li,Sb,FALSE,1,5,0.92,0.6,rhombohedral,-1.906,0.049,-,10.472,2.403,5.371,5.371,5.371,58.1,58.1,58.1,2.451,O,1.385,0.8210988064
LiScO3,Li,Sc,FALSE,not balanced,not balanced,0.92,0.75,cubic,-2.008,0.594,0.4,13.484,0,4.07,4.07,4.07,90,90,90,-1.701,O,1.385,0.7634103656
LiSiO3,Li,Si,FALSE,not balanced,not balanced,0.92,0.4,orthorhombic,-2.248,0.33,-,8.016,0,4.785,4.929,6.797,90,90,90,-0.049,O,1.385,0.9130986726
LiSmO3,Li,Sm,FALSE,not balanced,not balanced,0.92,0.96,cubic,-1.769,0.763,0.4,17.683,0,4.455,4.455,4.455,90,90,90,-2.137,O,1.385,0.6950452583
LiSnO3,Li,Sn,FALSE,not balanced,not balanced,0.92,0.69,orthorhombic,-1.623,0.24,-,10.63,2.954,5.388,5.467,7.217,90,90,90,-0.934,O,1.385,0.7854848822
LiSrO3,Li,Sr,FALSE,not balanced,not balanced,0.92,1.18,cubic,-0.716,1.228,-,18.211,0,4.499,4.499,4.499,90,90,90,-8.016,O,1.385,0.63543124
LiTaO3,Li,Ta,FALSE,1,5,0.92,0.64,rhombohedral,-2.95,0.016,0,10.582,3.544,5.444,5.444,5.444,56.9,56.9,56.9,5.721,O,1.385,0.8048795707
LiTbO3,Li,Tb,FALSE,not balanced,not balanced,0.92,0.84,cubic,-1.733,0.729,0.4,16.632,0,4.365,4.365,4.365,90,90,90,-1.998,O,1.385,0.7325308452
LiTcO3,Li,Tc,FALSE,element not in BV,element not in BV,0.92,0.6,rhombohedral,-1.847,-0.017,0.125,9.911,0,5.284,5.284,5.284,57.8,57.8,57.8,3.041,O,1.385,0.8210988064
LiTeO3,Li,Te,FALSE,not balanced,not balanced,0.92,0.77,rhombohedral,-1.52,0.124,-,11.299,0,5.524,5.524,5.524,57.7,57.7,57.7,1.407,O,1.385,0.7563253506
LiThO3,Li,Th,FALSE,not balanced,not balanced,0.92,0.94,cubic,-2.564,0.627,0.1,17.962,0,4.478,4.478,4.478,90,90,90,-0.411,O,1.385,0.7010241422
LiTiO3,Li,Ti,FALSE,not balanced,not balanced,0.92,0.71,orthorhombic,-2.454,0.222,0.199,9.643,0,5.08,5.396,7.036,90,90,90,-0.779,O,1.385,0.7779862199
LiTlO3,Li,Tl,FALSE,not balanced,not balanced,0.92,1.2,cubic,-0.393,0.757,-,14.78,0,4.196,4.196,4.196,90,90,90,-2.816,O,1.385,0.6305149442
LiTmO3,Li,Tm,FALSE,not balanced,not balanced,0.92,0.96,cubic,-1.963,0.685,0.4,15.693,0,4.281,4.281,4.281,90,90,90,-1.789,O,1.385,0.6950452583
LiUO3,Li,U,FALSE,1,5,0.92,0.76,rhombohedral,-3.146,0,0.2,12.908,3.281,5.888,5.888,5.888,55.4,55.4,55.4,4.056,O,1.385,0.759851343
LiVO3,Li,V,FALSE,1,5,0.92,0.54,tetragonal,-2.299,0.074,0,11.23,0.815,3.608,3.608,4.312,90,90,90,2.005,O,1.385,0.8466914964
LiWO3,Li,W,FALSE,1,5,0.92,0.62,rhombohedral,-2.351,0.056,0,10.409,0,5.394,5.394,5.394,57.3,57.3,57.3,4.814,O,1.385,0.8129082946
LiYO3,Li,Y,FALSE,not balanced,not balanced,0.92,0.9,cubic,-1.858,0.728,0.4,16.658,0,4.367,4.367,4.367,90,90,90,-2.006,O,1.385,0.7132958996
LiYbO3,Li,Yb,FALSE,not balanced,not balanced,0.92,0.95,cubic,-1.088,1.031,-,14.555,0,4.175,4.175,4.175,90,90,90,-6.734,O,1.385,0.6980218975
LiZnO3,Li,Zn,FALSE,not balanced,not balanced,0.92,0.74,cubic,-0.625,0.75,-,11.03,0,3.806,3.806,3.806,90,90,90,-4.268,O,1.385,0.767002885
LiZrO3,Li,Zr,FALSE,not balanced,not balanced,0.92,0.72,rhombohedral,-2.607,0.247,0.2,11.774,0,5.64,5.64,5.64,56.9,56.9,56.9,-0.792,O,1.385,0.7742903233
LuAcO3,Lu,Ac,FALSE,element not in BV,element not in BV,1.03,1.12,orthorhombic,-3.553,0.24,0,16.779,3.32,6.073,6.194,8.921,90,90,90,0.046,O,1.385,0.6817017471
LuAgO3,Lu,Ag,FALSE,3,3,1.03,0.75,cubic,-1.295,0.798,0,12.777,0,3.998,3.998,3.998,90,90,90,-0.965,O,1.385,0.7998420968
LuAlO3,Lu,Al,TRUE,3,3,1.03,0.54,orthorhombic,-3.622,-0.008,0,9.848,6.174,5.078,5.326,7.283,90,90,90,6.179,O,1.385,0.8870975982
LuAsO3,Lu,As,FALSE,3,3,1.03,0.58,cubic,-1.773,0.945,0,12.537,0,3.972,3.972,3.972,90,90,90,1.859,O,1.385,0.8690396318
LuAuO3,Lu,Au,FALSE,element not in BV,element not in BV,1.03,0.93,cubic,-1.148,0.973,0,13.557,0,4.077,4.077,4.077,90,90,90,-1.049,O,1.385,0.7376513506
LuBO3,Lu,B,FALSE,3,3,1.03,0.27,cubic,-2.525,0.88,0,7.901,3.125,3.406,3.406,3.406,90,90,90,5.405,O,1.385,1.0318204692
LuBaO3,Lu,Ba,FALSE,not balanced,not balanced,1.03,1.35,orthorhombic,-2.871,0.291,0.2,17.7,0.642,6.409,6.753,8.18,90,90,90,-8.533,O,1.385,0.6243739951
LuBeO3,Lu,Be,FALSE,not balanced,not balanced,1.03,0.45,tetragonal,-2.814,0.354,0.02,9.222,0,3.241,3.241,4.388,90,90,90,-1.355,O,1.385,0.9306064722
LuBiO3,Lu,Bi,FALSE,3,3,1.03,1.03,cubic,-1.379,1.339,0,16.542,0,4.357,4.357,4.357,90,90,90,0.107,O,1.385,0.7071067812
LuCaO3,Lu,Ca,FALSE,not balanced,not balanced,1.03,1,cubic,-1.996,1.276,0,13.788,0,4.1,4.1,4.1,90,90,90,-3.504,O,1.385,0.7160012061
LuCdO3,Lu,Cd,FALSE,not balanced,not balanced,1.03,0.95,cubic,-1.455,1.021,0,13.49,0,4.071,4.071,4.071,90,90,90,-1.468,O,1.385,0.7313331377
LuCeO3,Lu,Ce,FALSE,3,3,1.03,1.01,cubic,-2.148,1.593,0.003,18.538,0,4.526,4.526,4.526,90,90,90,1.61,O,1.385,0.7130116395
LuCoO3,Lu,Co,FALSE,3,3,1.03,0.61,orthorhombic,-2.573,0.035,0,10.328,1.41,5.114,5.546,7.283,90,90,90,1.89,O,1.385,0.8559713667
LuCrO3,Lu,Cr,TRUE,3,3,1.03,0.62,orthorhombic,-3.233,-0.011,0.6,10.7,2.393,5.175,5.519,7.493,90,90,90,3.926,O,1.385,0.8517021828
LuCsO3,Lu,Cs,FALSE,not balanced,not balanced,1.03,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.5589731184
LuCuO3,Lu,Cu,FALSE,3,3,1.03,0.54,orthorhombic,-2.309,0.018,0,10.498,0.273,5.121,5.809,7.059,90,90,90,0.256,O,1.385,0.8870975982
LuDyO3,Lu,Dy,FALSE,3,3,1.03,0.91,cubic,-2.753,1.153,0,15.334,0.591,4.248,4.248,4.248,90,90,90,-0.415,O,1.385,0.7440796848
LuErO3,Lu,Er,FALSE,3,3,1.03,0.89,cubic,-2.856,1.073,0,14.843,0.878,4.202,4.202,4.202,90,90,90,0.359,O,1.385,0.7506210446
LuEuO3,Lu,Eu,FALSE,3,3,1.03,0.95,orthorhombic,-3.128,0.227,0.2,14.799,0,5.582,5.682,9.331,90,90,90,-3.424,O,1.385,0.7313331377
LuFeO3,Lu,Fe,TRUE,3,3,1.03,0.65,orthorhombic,-2.808,0.001,1,10.832,1.263,5.197,5.533,7.534,90,90,90,2.726,O,1.385,0.8391463767
LuGaO3,Lu,Ga,FALSE,3,3,1.03,0.62,orthorhombic,-3.002,0.03,0,10.647,4.106,5.172,5.507,7.477,90,90,90,4.166,O,1.385,0.8517021828
LuGdO3,Lu,Gd,FALSE,3,3,1.03,0.94,cubic,-2.635,1.242,0,15.96,0.417,4.305,4.305,4.305,90,90,90,-1.222,O,1.385,0.7344786566
LuGeO3,Lu,Ge,FALSE,3,3,1.03,0.63,cubic,-2.095,0.736,0,11.32,0,3.84,3.84,3.84,90,90,90,2.514,O,1.385,0.847475373
LuHfO3,Lu,Hf,FALSE,3,3,1.03,0.71,cubic,-3.008,0.701,0,13.441,0,4.066,4.066,4.066,90,90,90,4.267,O,1.385,0.8151135449
LuHgO3,Lu,Hg,FALSE,not balanced,not balanced,1.03,1.11,cubic,-1.018,1.144,-0.005,14.494,0,4.169,4.169,4.169,90,90,90,-1.412,O,1.385,0.6844340187
LuHoO3,Lu,Ho,FALSE,3,3,1.03,0.9,cubic,-2.808,1.11,0,15.148,0.884,4.231,4.231,4.231,90,90,90,-0.008,O,1.385,0.747336051
LuInO3,Lu,In,FALSE,3,3,1.03,0.8,cubic,-2.01,0.893,0,13.548,0.993,4.076,4.076,4.076,90,90,90,2.407,O,1.385,0.7815390739
LuIrO3,Lu,Ir,FALSE,3,3,1.03,0.68,cubic,-1.513,0.947,0,12.178,0,3.934,3.934,3.934,90,90,90,-1.445,O,1.385,0.8269553882
LuKO3,Lu,K,FALSE,not balanced,not balanced,1.03,1.38,orthorhombic,-2.1,0.458,0.4,17.209,0,5.756,5.773,10.357,90,90,90,-4.315,O,1.385,0.6175995937
LuLaO3,Lu,La,FALSE,3,3,1.03,1.03,cubic,-2.27,1.567,0,18.197,0,4.498,4.498,4.498,90,90,90,1.309,O,1.385,0.7071067812
LuLiO3,Lu,Li,FALSE,not balanced,not balanced,1.03,0.76,cubic,-2.031,0.632,0.399,9.19,0,3.582,3.582,3.582,90,90,90,-1.761,O,1.385,0.7961132292
Lu2O3,Lu,Lu,FALSE,3,3,1.03,0.86,cubic,-3.004,0.957,0,14.132,0.853,4.134,4.134,4.134,90,90,90,1.406,O,1.385,0.7606516154
LuMgO3,Lu,Mg,FALSE,not balanced,not balanced,1.03,0.72,cubic,-2.506,0.662,0.198,10.73,0,3.772,3.772,3.772,90,90,90,-2.022,O,1.385,0.8112412715
LuMnO3,Lu,Mn,TRUE,3,3,1.03,0.65,orthorhombic,-2.982,0.052,0.8,10.871,0.422,5.189,5.658,7.406,90,90,90,3.157,O,1.385,0.8391463767
LuMoO3,Lu,Mo,FALSE,3,3,1.03,0.69,cubic,-2.143,0.808,0.002,12.264,0,3.943,3.943,3.943,90,90,90,1.071,O,1.385,0.822970061
LuNaO3,Lu,Na,FALSE,not balanced,not balanced,1.03,1.02,cubic,-1.312,1.248,0.4,11.723,0,3.885,3.885,3.885,90,90,90,-3.364,O,1.385,0.7100469341
LuNbO3,Lu,Nb,FALSE,3,3,1.03,0.72,cubic,-2.467,0.789,0,12.973,0,4.018,4.018,4.018,90,90,90,2.619,O,1.385,0.8112412715
LuNdO3,Lu,Nd,FALSE,3,3,1.03,0.98,cubic,-2.329,1.462,0,17.501,0,4.44,4.44,4.44,90,90,90,2.364,O,1.385,0.7220561846
LuNiO3,Lu,Ni,FALSE,3,3,1.03,0.6,orthorhombic,-2.44,0.037,0.2,10.119,0,5.054,5.53,7.241,90,90,90,0.736,O,1.385,0.860283565
LuNpO3,Lu,Np,FALSE,element not in BV,element not in BV,1.03,0.86,cubic,-2.448,1.301,0.736,17.011,0,4.398,4.398,4.398,90,90,90,1.495,O,1.385,0.7606516154
LuOsO3,Lu,Os,FALSE,element not in BV,element not in BV,1.03,0.57,cubic,-1.558,0.946,0.003,12.077,0,3.923,3.923,3.923,90,90,90,-0.503,O,1.385,0.8734848473
LuPaO3,Lu,Pa,FALSE,element not in BV,element not in BV,1.03,0.91,cubic,-2.289,1.086,0.199,17.731,0,4.459,4.459,4.459,90,90,90,2.285,O,1.385,0.7440796848
LuPbO3,Lu,Pb,FALSE,not balanced,not balanced,1.03,0.99,cubic,-1.358,1.239,0,15.545,0,4.268,4.268,4.268,90,90,90,0.427,O,1.385,0.719015948
LuPdO3,Lu,Pd,FALSE,not balanced,not balanced,1.03,0.75,cubic,-1.578,0.662,-0.001,12.159,0,3.932,3.932,3.932,90,90,90,-0.618,O,1.385,0.7998420968
LuPmO3,Lu,Pm,FALSE,element not in BV,element not in BV,1.03,0.97,cubic,-2.42,1.399,0,17.017,0,4.398,4.398,4.398,90,90,90,-2.609,O,1.385,0.7251222406
LuPrO3,Lu,Pr,FALSE,3,3,1.03,0.99,cubic,-2.244,1.525,0,17.971,0,4.479,4.479,4.479,90,90,90,2.007,O,1.385,0.719015948
